case_id,rule,N,method,n,bias,rmse,median_abs_error,median_total_runtime_s,median_evaluation_time_s,p90_abs_error,complete_paired_comparison,rmse_ratio_reduced_current,runtime_ratio_reduced_current
genuine_rvine_d5,sobol_owen,256,reduced_conditional,30,5.2899184540415124e-6,0.00012199407996059946,8.577895358041765e-5,0.0019519795000000001,0.0007392085,0.0001947117620485495,true,0.010900024144645139,1.0001280915208792
genuine_rvine_d5,sobol_owen,1024,current_indicator,30,-0.00011803088806158954,0.004437381177480274,0.003820771195271744,0.007368125,0.002622083,0.007001976793782606,true,0.007658269290622631,1.0474707608787854
genuine_rvine_d5,sobol_owen,1024,reduced_conditional,30,-2.052455645449684e-7,3.3982660002284075e-5,1.967988110314345e-5,0.0077178955,0.0029515835,5.965550905540629e-5,true,0.007658269290622631,1.0474707608787854
genuine_rvine_d5,sobol_owen,4096,current_indicator,30,-0.00016685901306158954,0.0018219063832983092,0.001220703125,0.030543375,0.0103482705,0.0025512991172282565,true,0.0034192954508822215,1.0514937036264003
genuine_rvine_d5,sobol_owen,4096,reduced_conditional,30,-6.048446461135818e-7,6.229636208345189e-6,4.288767584681441e-6,0.0321161665,0.011802,1.0171174606907198e-5,true,0.0034192954508822215,1.0514937036264003
genuine_rvine_d5,sobol_owen,16384,current_indicator,30,-0.00027672229431158956,0.0007939367051749092,0.0006103515625,0.1272741255,0.041168458500000005,0.0012024221641032565,true,0.0016600636906424192,1.0758279576629266
genuine_rvine_d5,sobol_owen,16384,reduced_conditional,30,2.981403344722485e-7,1.317985496929142e-6,7.138967602626778e-7,0.1369250625,0.0478260415,2.2806813058467995e-6,true,0.0016600636906424192,1.0758279576629266
genuine_rvine_d5,sobol_owen,65536,current_indicator,30,1.624645568841047e-5,0.0003844758266024682,0.0002838430625407562,0.775555084,0.1755613335,0.000500206774251355,true,0.0008013300673257362,1.010283816926149
genuine_rvine_d5,sobol_owen,65536,reduced_conditional,30,-3.100045380677319e-8,3.080920400164739e-7,2.4732372844171735e-7,0.7835307505,0.188711979,4.915549116135676e-7,true,0.0008013300673257362,1.010283816926149
mixed_d10,iid_mc,256,current_indicator,30,-0.001681220665816773,0.013955827281940327,0.00782398766751656,0.0241478755,0.024119021,0.023816637332483445,true,0.1727103979143964,0.6994705807556446
mixed_d10,iid_mc,256,reduced_conditional,30,-0.00030616166693277723,0.0024103164830885032,0.002198929886978361,0.0168907285,0.016866312,0.0038453117195056757,true,0.1727103979143964,0.6994705807556446
mixed_d10,iid_mc,1024,current_indicator,30,0.001541435584183227,0.008731200427967106,0.00440601891751656,0.09876618749999999,0.09870999999999999,0.013758043582483441,true,0.1422395012733184,0.6727226359729641
mixed_d10,iid_mc,1024,reduced_conditional,30,-4.469822360173755e-5,0.0012419215943914254,0.000889645091969711,0.06644225000000001,0.0663993125,0.0019908844983519197,true,0.1422395012733184,0.6727226359729641
mixed_d10,iid_mc,4096,current_indicator,30,-0.0012987336866501062,0.004563517765806837,0.0029296875,0.396402334,0.39625381299999995,0.008535731740986752,true,0.15247892397598012,0.6704375257285947
mixed_d10,iid_mc,4096,reduced_conditional,30,-6.605057174334702e-5,0.0006958402784754954,0.0005339765639178137,0.265763,0.2655596455,0.0010819204542604837,true,0.15247892397598012,0.6704375257285947
mixed_d10,iid_mc,16384,current_indicator,30,0.00011931644355822705,0.0013927082062002985,0.0009040396762334396,1.577127896,1.575475792,0.0022148568081415613,true,0.1922252067253261,0.6736354966483962
mixed_d10,iid_mc,16384,reduced_conditional,30,-6.353868880597617e-5,0.00026771362284491046,0.0001606322252641415,1.0624093335,1.0615947289999998,0.000506061071589152,true,0.1922252067253261,0.6736354966483962
mixed_d10,iid_mc,65536,reduced_conditional,30,-5.622309308482102e-6,0.00013873195042608257,6.237283511419806e-5,4.283508521,4.276745146,0.00019591091685228906,false,NaN,NaN
mixed_d10,randomized_halton,256,current_indicator,30,0.00014169600084989372,0.0066523388238902414,0.00391773766751656,0.025136625000000003,0.024213021,0.01170726233248344,true,0.0776543538477364,0.6918208590055346
mixed_d10,randomized_halton,256,reduced_conditional,30,-0.00010684173169915369,0.0005165830729454075,0.0004304104608274656,0.017390041499999998,0.016637520500000003,0.0007348642456552759,true,0.0776543538477364,0.6918208590055346
mixed_d10,randomized_halton,1024,current_indicator,30,0.00014169600084989372,0.0032295452836731894,0.0029181998324834396,0.1016613955,0.09793185400000001,0.00489430016751656,true,0.05605243377042229,0.6708149063328567
mixed_d10,randomized_halton,1024,reduced_conditional,30,1.0092892323549744e-5,0.00018102387312167112,0.00010977224341403302,0.0681959795,0.0664036875,0.0003202737175156692,true,0.05605243377042229,0.6708149063328567
mixed_d10,randomized_halton,4096,current_indicator,30,0.00010100589668322705,0.0012288963303017182,0.0007439095425165604,0.40042520800000003,0.3931484375,0.001986729196513249,true,0.07658618440819506,0.6767650639517181
mixed_d10,randomized_halton,4096,reduced_conditional,30,-1.8960243275645734e-5,9.411648097104158e-5,4.2309924976988156e-5,0.2709937915,0.265801042,0.00015984304821576312,true,0.07658618440819506,0.6767650639517181
